Round Number, Total Energy Consumption
1867,23.310185
1868,23.313556
1869,23.316927
1870,23.320297
1871,23.323668
1872,23.327039
1873,23.330410
1874,23.333781
1875,23.337152
1876,23.340523
1877,23.343894
1878,23.347265
1879,23.350636
1880,23.354007
1881,23.357378
1882,23.360749
1883,23.364120
1884,23.367491
1885,23.370861
1886,23.374232
1887,23.377603
1888,23.380974
1889,23.384345
1890,23.387716
1891,23.391087
1892,23.394458
1893,23.397829
1894,23.401200
1895,23.404571
1896,23.407942
1897,23.411313
1898,23.414684
1899,23.418055
1900,23.421425
1901,23.424796
1902,23.428167
1903,23.431538
1904,23.434909
1905,23.438280
1906,23.441651
1907,23.445022
1908,23.448393
1909,23.451764
1910,23.455135
1911,23.458506
1912,23.461877
1913,23.465248
1914,23.468619
1915,23.471989
1916,23.475360
1917,23.478731
1918,23.482102
1919,23.485473
1920,23.488844
1921,23.492215
1922,23.495586
1923,23.498957
1924,23.502328
1925,23.505699
1926,23.509070
1927,23.512441
1928,23.515812
1929,23.519183
1930,23.522553
1931,23.525924
1932,23.529295
1933,23.532666
1934,23.536037
1935,23.539408
1936,23.542779
1937,23.546150
1938,23.549521
1939,23.552892
1940,23.556263
1941,23.559634
1942,23.563005
1943,23.566376
1944,23.569747
1945,23.573117
1946,23.576488
1947,23.579859
1948,23.583230
1949,23.586601
1950,23.589972
1951,23.593343
1952,23.596714
1953,23.600085
1954,23.603456
1955,23.606827
1956,23.610198
1957,23.613569
1958,23.616940
1959,23.620311
1960,23.623681
1961,23.627052
1962,23.630423
1963,23.633794
1964,23.637165
1965,23.640536
1966,23.643907
1967,23.647278
1968,23.650649
1969,23.654020
1970,23.657391
1971,23.660762
1972,23.664133
1973,23.667504
1974,23.670875
1975,23.674245
1976,23.677616
1977,23.680987
1978,23.684358
1979,23.687729
1980,23.691100
1981,23.694471
1982,23.697842
1983,23.701213
1984,23.704584
1985,23.707955
1986,23.711326
1987,23.714697
1988,23.717816
1989,23.720935
1990,23.724054
1991,23.727173
1992,23.730292
1993,23.733411
1994,23.736530
1995,23.739649
1996,23.742769
1997,23.745888
1998,23.749007
1999,23.752126
2000,23.755245
2001,23.758364
2002,23.761483
2003,23.764602
2004,23.767721
2005,23.770840
2006,23.773959
2007,23.777079
2008,23.780198
2009,23.783317
2010,23.786436
2011,23.789306
2012,23.792176
2013,23.795046
2014,23.797916
2015,23.800786
2016,23.803656
2017,23.806526
2018,23.809397
2019,23.812267
2020,23.815137
2021,23.818007
2022,23.820877
2023,23.823747
2024,23.826617
2025,23.829487
2026,23.832357
2027,23.835227
2028,23.838098
2029,23.840968
2030,23.843838
2031,23.846708
2032,23.849578
2033,23.852448
2034,23.855318
2035,23.858188
2036,23.861058
2037,23.863928
2038,23.866798
2039,23.869669
2040,23.872539
2041,23.875409
2042,23.878279
2043,23.881149
2044,23.884019
2045,23.886889
2046,23.889759
2047,23.892629
2048,23.895499
2049,23.898369
2050,23.901240
2051,23.904110
2052,23.906980
2053,23.909850
2054,23.912720
2055,23.915590
2056,23.918460
2057,23.921330
2058,23.924200
2059,23.927070
2060,23.929941
2061,23.932811
2062,23.935681
2063,23.938551
2064,23.941421
2065,23.944291
2066,23.947161
2067,23.950031
2068,23.952901
2069,23.955771
2070,23.958641
2071,23.961512
2072,23.964382
2073,23.967252
2074,23.970122
2075,23.972992
2076,23.975862
2077,23.978732
2078,23.981602
2079,23.984472
2080,23.987342
2081,23.990212
2082,23.993083
2083,23.995953
2084,23.998823
2085,24.001693
2086,24.004563
2087,24.007433
2088,24.010303
2089,24.013173
2090,24.016043
2091,24.018913
2092,24.021784
2093,24.024654
2094,24.027524
2095,24.030394
2096,24.033264
2097,24.036134
2098,24.039004
2099,24.041636
2100,24.044267
2101,24.046899
2102,24.049531
2103,24.052162
2104,24.054794
2105,24.057426
2106,24.060057
2107,24.062689
2108,24.065321
2109,24.067952
2110,24.070584
2111,24.073216
2112,24.075847
2113,24.078479
2114,24.081111
2115,24.083742
2116,24.086374
2117,24.089006
2118,24.091637
2119,24.094269
2120,24.096900
2121,24.099532
2122,24.102164
2123,24.104795
2124,24.107427
2125,24.110059
2126,24.112690
2127,24.115322
2128,24.117954
2129,24.120585
2130,24.123217
2131,24.125849
2132,24.128480
2133,24.131112
2134,24.133744
2135,24.136375
2136,24.139007
2137,24.141639
2138,24.144270
2139,24.146902
2140,24.149534
2141,24.152165
2142,24.154797
2143,24.157428
2144,24.160060
2145,24.162692
2146,24.165323
2147,24.167955
2148,24.170587
2149,24.173218
2150,24.175850
2151,24.178482
2152,24.181113
2153,24.183745
2154,24.186377
2155,24.189008
2156,24.191640
2157,24.194272
2158,24.196903
2159,24.199535
2160,24.202167
2161,24.204798
2162,24.207430
2163,24.210062
2164,24.212693
2165,24.215325
2166,24.217957
2167,24.220588
2168,24.223220
2169,24.225851
2170,24.228483
2171,24.231115
2172,24.233746
2173,24.236378
2174,24.239010
2175,24.241641
2176,24.244273
2177,24.246905
2178,24.249536
2179,24.252168
2180,24.254800
2181,24.257431
2182,24.260063
2183,24.262695
2184,24.265326
2185,24.267958
2186,24.270590
2187,24.273221
2188,24.275853
2189,24.278485
2190,24.281116
2191,24.283748
2192,24.286380
2193,24.289011
2194,24.291643
2195,24.294274
2196,24.296906
2197,24.299538
2198,24.302169
2199,24.304801
2200,24.307433
2201,24.310064
2202,24.312469
2203,24.314874
2204,24.317278
2205,24.319683
2206,24.322087
2207,24.324492
2208,24.326897
2209,24.329301
2210,24.331706
2211,24.334111
2212,24.336515
2213,24.338920
2214,24.341324
2215,24.343729
2216,24.346134
2217,24.348538
2218,24.350943
2219,24.353347
2220,24.355752
2221,24.358157
2222,24.360561
2223,24.362966
2224,24.365371
2225,24.367775
2226,24.370180
2227,24.372359
2228,24.374539
2229,24.376719
2230,24.378898
2231,24.381078
2232,24.383257
2233,24.385437
2234,24.387617
2235,24.389796
2236,24.391976
2237,24.394155
2238,24.396335
2239,24.398515
2240,24.400694
2241,24.402874
2242,24.405054
2243,24.407233
2244,24.409413
2245,24.411592
2246,24.413772
2247,24.415952
2248,24.418131
2249,24.420311
2250,24.422490
2251,24.424670
2252,24.426850
2253,24.429029
2254,24.431209
2255,24.433389
2256,24.435568
2257,24.437748
2258,24.439927
2259,24.442107
2260,24.444287
2261,24.446466
2262,24.448646
2263,24.450825
2264,24.453005
2265,24.455185
2266,24.457364
2267,24.459544
2268,24.461724
2269,24.463903
2270,24.466083
2271,24.468262
2272,24.470442
2273,24.472622
2274,24.474801
2275,24.476981
2276,24.479160
2277,24.481340
2278,24.483520
2279,24.485699
2280,24.487879
2281,24.490058
2282,24.492238
2283,24.494418
2284,24.496597
2285,24.498777
2286,25.000000
