Round Number, Network Remaining Energy
1869,0.140365
1870,0.140165
1871,0.139965
1872,0.139765
1873,0.139565
1874,0.139365
1875,0.139165
1876,0.138965
1877,0.138765
1878,0.138565
1879,0.138365
1880,0.138165
1881,0.137965
1882,0.137765
1883,0.137565
1884,0.137365
1885,0.137165
1886,0.136965
1887,0.136765
1888,0.136564
1889,0.136364
1890,0.136164
1891,0.135964
1892,0.135764
1893,0.135564
1894,0.135364
1895,0.135164
1896,0.134964
1897,0.134764
1898,0.134564
1899,0.134364
1900,0.134164
1901,0.133964
1902,0.133764
1903,0.133564
1904,0.133364
1905,0.133164
1906,0.132964
1907,0.132764
1908,0.132564
1909,0.132364
1910,0.132164
1911,0.131964
1912,0.131764
1913,0.131563
1914,0.131363
1915,0.131163
1916,0.130963
1917,0.130763
1918,0.130563
1919,0.130363
1920,0.130163
1921,0.129963
1922,0.129763
1923,0.129563
1924,0.129363
1925,0.129163
1926,0.128963
1927,0.128763
1928,0.128563
1929,0.128363
1930,0.128163
1931,0.127963
1932,0.127763
1933,0.127563
1934,0.127363
1935,0.127163
1936,0.126963
1937,0.126763
1938,0.126562
1939,0.126362
1940,0.126162
1941,0.125962
1942,0.125762
1943,0.125562
1944,0.125362
1945,0.125162
1946,0.124962
1947,0.124762
1948,0.124562
1949,0.124362
1950,0.124162
1951,0.123962
1952,0.123762
1953,0.123562
1954,0.123362
1955,0.123162
1956,0.122962
1957,0.122762
1958,0.122562
1959,0.122362
1960,0.122162
1961,0.121962
1962,0.121762
1963,0.121561
1964,0.121361
1965,0.121161
1966,0.120961
1967,0.120761
1968,0.120561
1969,0.120361
1970,0.120161
1971,0.119961
1972,0.119761
1973,0.119561
1974,0.119361
1975,0.119161
1976,0.118961
1977,0.118761
1978,0.118561
1979,0.118361
1980,0.118161
1981,0.117961
1982,0.117761
1983,0.117561
1984,0.117361
1985,0.117161
1986,0.116961
1987,0.116761
1988,0.116560
1989,0.116360
1990,0.116160
1991,0.115960
1992,0.115760
1993,0.115560
1994,0.115360
1995,0.115160
1996,0.114960
1997,0.114760
1998,0.114560
1999,0.114360
2000,0.114160
2001,0.113960
2002,0.113760
2003,0.113560
2004,0.113360
2005,0.113160
2006,0.112960
2007,0.112760
2008,0.112560
2009,0.112360
2010,0.112160
2011,0.111960
2012,0.111760
2013,0.111559
2014,0.111359
2015,0.111159
2016,0.110959
2017,0.110759
2018,0.110559
2019,0.110359
2020,0.110159
2021,0.109959
2022,0.109759
2023,0.109559
2024,0.109359
2025,0.109159
2026,0.108959
2027,0.108759
2028,0.108559
2029,0.108359
2030,0.108159
2031,0.107959
2032,0.107759
2033,0.107559
2034,0.107359
2035,0.107159
2036,0.106959
2037,0.106759
2038,0.106558
2039,0.106358
2040,0.106158
2041,0.105958
2042,0.105758
2043,0.105558
2044,0.105358
2045,0.105158
2046,0.104958
2047,0.104758
2048,0.104558
2049,0.104358
2050,0.104158
2051,0.103958
2052,0.103758
2053,0.103558
2054,0.103358
2055,0.103158
2056,0.102958
2057,0.102758
2058,0.102558
2059,0.102358
2060,0.102158
2061,0.101958
2062,0.101758
2063,0.101557
2064,0.101357
2065,0.101157
2066,0.100957
2067,0.100757
2068,0.100557
2069,0.100357
2070,0.100157
2071,0.099957
2072,0.099757
2073,0.099557
2074,0.099357
2075,0.099157
2076,0.098957
2077,0.098757
2078,0.098557
2079,0.098357
2080,0.098157
2081,0.097957
2082,0.097757
2083,0.097557
2084,0.097357
2085,0.097157
2086,0.096957
2087,0.096757
2088,0.096556
2089,0.096356
2090,0.096156
2091,0.095956
2092,0.095756
2093,0.095556
2094,0.095356
2095,0.095156
2096,0.094956
2097,0.094756
2098,0.094556
2099,0.094356
2100,0.094156
2101,0.093956
2102,0.093756
2103,0.093556
2104,0.093356
2105,0.093156
2106,0.092956
2107,0.092756
2108,0.092556
2109,0.092356
2110,0.092156
2111,0.091956
2112,0.091756
2113,0.091555
2114,0.091355
2115,0.091155
2116,0.090955
2117,0.090755
2118,0.090555
2119,0.090355
2120,0.090155
2121,0.089955
2122,0.089755
2123,0.089555
2124,0.089355
2125,0.089155
2126,0.088955
2127,0.088755
2128,0.088555
2129,0.088355
2130,0.088155
2131,0.087955
2132,0.087755
2133,0.087555
2134,0.087355
2135,0.087155
2136,0.086955
2137,0.086755
2138,0.086554
2139,0.086354
2140,0.086154
2141,0.085954
2142,0.085754
2143,0.085554
2144,0.085354
2145,0.085154
2146,0.084954
2147,0.084754
2148,0.084554
2149,0.084354
2150,0.084154
2151,0.083954
2152,0.083754
2153,0.083554
2154,0.083354
2155,0.083154
2156,0.082954
2157,0.082754
2158,0.082554
2159,0.082354
2160,0.082154
2161,0.081954
2162,0.081754
2163,0.081553
2164,0.081353
2165,0.081153
2166,0.080953
2167,0.080753
2168,0.080553
2169,0.080353
2170,0.080153
2171,0.079953
2172,0.079753
2173,0.079553
2174,0.079353
2175,0.079153
2176,0.078953
2177,0.078753
2178,0.078553
2179,0.078353
2180,0.078153
2181,0.077953
2182,0.077753
2183,0.077553
2184,0.077353
2185,0.077153
2186,0.076953
2187,0.076753
2188,0.076552
2189,0.076352
2190,0.076152
2191,0.075952
2192,0.075752
2193,0.075552
2194,0.075352
2195,0.075152
2196,0.074952
2197,0.074752
2198,0.074552
2199,0.074352
2200,0.074152
2201,0.073952
2202,0.073752
2203,0.073552
2204,0.073352
2205,0.073152
2206,0.072952
2207,0.072752
2208,0.072552
2209,0.072352
2210,0.072152
2211,0.071952
2212,0.071752
2213,0.071551
2214,0.071351
2215,0.071151
2216,0.070951
2217,0.070751
2218,0.070551
2219,0.070351
2220,0.070151
2221,0.069951
2222,0.069751
2223,0.069551
2224,0.069351
2225,0.069151
2226,0.068951
2227,0.068751
2228,0.068551
2229,0.068351
2230,0.068151
2231,0.067951
2232,0.067751
2233,0.067551
2234,0.067351
2235,0.067151
2236,0.066951
2237,0.066751
2238,0.066550
2239,0.066350
2240,0.066150
2241,0.065950
2242,0.065750
2243,0.065550
2244,0.065350
2245,0.065150
2246,0.064950
2247,0.064750
2248,0.064550
2249,0.064350
2250,0.064150
2251,0.063950
2252,0.063750
2253,0.063550
2254,0.063350
2255,0.063150
2256,0.062950
2257,0.062750
2258,0.062550
2259,0.062350
2260,0.062150
2261,0.061950
2262,0.061750
2263,0.061549
2264,0.061349
2265,0.061149
2266,0.060949
2267,0.060749
2268,0.060549
2269,0.060349
2270,0.060149
2271,0.059949
2272,0.059749
2273,0.059549
2274,0.059349
2275,0.059149
2276,0.058949
2277,0.058749
2278,0.058549
2279,0.058349
2280,0.058149
2281,0.057949
2282,0.057749
2283,0.057549
2284,0.057349
2285,0.057149
2286,0.056949
2287,0.056749
2288,0.056548
2289,0.056348
2290,0.056148
2291,0.055948
2292,0.055748
2293,0.055548
2294,0.055348
2295,0.055148
2296,0.054948
2297,0.054748
2298,0.054548
2299,0.054348
2300,0.054148
2301,0.053948
2302,0.053748
2303,0.053548
2304,0.053348
2305,0.053148
2306,0.052948
2307,0.052748
2308,0.052548
2309,0.052348
2310,0.052148
2311,0.051948
2312,0.051748
2313,0.051547
2314,0.051347
2315,0.051147
2316,0.050947
2317,0.050747
2318,0.050547
2319,0.050347
2320,0.050147
2321,0.049947
2322,0.049747
2323,0.049547
2324,0.049347
2325,0.049147
2326,0.048947
2327,0.048747
2328,0.048547
2329,0.048347
2330,0.048147
2331,0.047947
2332,0.047747
2333,0.047547
2334,0.047347
2335,0.047147
2336,0.046947
2337,0.046747
2338,0.046546
2339,0.046346
2340,0.046146
2341,0.045946
2342,0.045746
2343,0.045546
2344,0.045346
2345,0.045146
2346,0.044946
2347,0.044746
2348,0.044546
2349,0.044346
2350,0.044146
2351,0.043946
2352,0.043746
2353,0.043546
2354,0.043346
2355,0.043146
2356,0.042946
2357,0.042746
2358,0.042546
2359,0.042346
2360,0.042146
2361,0.041946
2362,0.041746
2363,0.041545
2364,0.041345
2365,0.041145
2366,0.040945
2367,0.040745
2368,0.040545
2369,0.040345
2370,0.040145
2371,0.039945
2372,0.039745
2373,0.039545
2374,0.039345
2375,0.039145
2376,0.038945
2377,0.038745
2378,0.038545
2379,0.038345
2380,0.038145
2381,0.037945
2382,0.037745
2383,0.037545
2384,0.037345
2385,0.037145
2386,0.036945
2387,0.036745
2388,0.036544
2389,0.036344
2390,0.036144
2391,0.035944
2392,0.035744
2393,0.035544
2394,0.035344
2395,0.035144
2396,0.034944
2397,0.034744
2398,0.034544
2399,0.034344
2400,0.034144
2401,0.033944
2402,0.033744
2403,0.033544
2404,0.033344
2405,0.033144
2406,0.032944
2407,0.032744
2408,0.032544
2409,0.032344
2410,0.032144
2411,0.031944
2412,0.031744
2413,0.031543
2414,0.031343
2415,0.031143
2416,0.030943
2417,0.030743
2418,0.030543
2419,0.030343
2420,0.030143
2421,0.029943
2422,0.029743
2423,0.029543
2424,0.029343
2425,0.029143
2426,0.028943
2427,0.028743
2428,0.028543
2429,0.028343
2430,0.028143
2431,0.027943
2432,0.027743
2433,0.027543
2434,0.027343
2435,0.027143
2436,0.026943
2437,0.026743
2438,0.026542
2439,0.026342
2440,0.026142
2441,0.025942
2442,0.025742
2443,0.025542
2444,0.025342
2445,0.025142
2446,0.024942
2447,0.024742
2448,0.024542
2449,0.024342
2450,0.024142
2451,0.023942
2452,0.023742
2453,0.023542
2454,0.023342
2455,0.023142
2456,0.022942
2457,0.022742
2458,0.022542
2459,0.022342
2460,0.022142
2461,0.021942
2462,0.021742
2463,0.021541
2464,0.021341
2465,0.021141
2466,0.020941
2467,0.020741
2468,0.020541
2469,0.020341
2470,0.020141
2471,0.019941
2472,0.019741
2473,0.019541
2474,0.019341
2475,0.019141
2476,0.018941
2477,0.018741
2478,0.018541
2479,0.018341
2480,0.018141
2481,0.017941
2482,0.017741
2483,0.017541
2484,0.017341
2485,0.017141
2486,0.016941
2487,0.016741
2488,0.016540
2489,0.016340
2490,0.016140
2491,0.015940
2492,0.015740
2493,0.015540
2494,0.015340
2495,0.015140
2496,0.014940
2497,0.014740
2498,0.014540
2499,0.014340
2500,0.014140
2501,0.013940
2502,0.013740
2503,0.013540
2504,0.013340
2505,0.013140
2506,0.012940
2507,0.012740
2508,0.012540
2509,0.012340
2510,0.012140
2511,0.011940
2512,0.011740
2513,0.011539
2514,0.011339
2515,0.011139
2516,0.010939
2517,0.010739
2518,0.010539
2519,0.010339
2520,0.010139
2521,0.009939
2522,0.009739
2523,0.009539
2524,0.009339
2525,0.009139
2526,0.008939
2527,0.008739
2528,0.008539
2529,0.008339
2530,0.008139
2531,0.007939
2532,0.007739
2533,0.007539
2534,0.007339
2535,0.007139
2536,0.006939
2537,0.006739
2538,0.006538
2539,0.006338
2540,0.006138
2541,0.005938
2542,0.005738
2543,0.005538
2544,0.005338
2545,0.005138
2546,0.004938
2547,0.004738
2548,0.004538
2549,0.004338
2550,0.004138
2551,0.003938
2552,0.003738
2553,0.003538
2554,0.003338
2555,0.003138
2556,0.002938
2557,0.002738
2558,0.002538
2559,0.002338
2560,0.002138
2561,0.001938
2562,0.001738
2563,0.001537
2564,0.001337
2565,0.001137
2566,0.000937
2567,0.000737
2568,0.000537
2569,0.000337
2570,0.000137
2571,-0.000063
2572,-0.000263
2573,-0.000463
2574,-0.000663
2575,-0.000863
2576,-0.001063
2577,-0.001263
2578,-0.001463
2579,-0.001663
2580,-0.001863
2581,-0.002063
2582,-0.002263
2583,-0.002463
2584,-0.002663
2585,-0.002863
2586,-0.003063
2587,-0.003263
2588,-0.003464
2589,-0.003664
2590,-0.003864
2591,-0.004064
2592,-0.004264
2593,-0.004464
2594,-0.004664
2595,-0.004864
2596,-0.005064
2597,-0.005264
2598,-0.005464
2599,-0.005664
2600,-0.005864
2601,-0.006064
2602,-0.006264
2603,-0.006464
2604,-0.006664
2605,-0.006864
2606,-0.007064
2607,-0.007264
2608,-0.007464
2609,-0.007664
2610,-0.007864
2611,-0.008064
2612,-0.008264
2613,-0.008465
2614,-0.008665
2615,-0.008865
2616,-0.009065
2617,-0.009265
2618,-0.009465
2619,-0.009665
2620,-0.009865
2621,-0.010065
2622,-0.010265
2623,-0.010465
2624,-0.010665
2625,-0.010865
2626,-0.011065
2627,-0.011265
2628,-0.011465
2629,-0.011665
2630,-0.011865
2631,-0.012065
2632,-0.012265
2633,-0.012465
2634,-0.012665
2635,-0.012865
2636,-0.013065
2637,-0.013265
2638,-0.013466
2639,-0.013666
2640,-0.013866
2641,-0.014066
2642,-0.014266
2643,-0.014466
2644,-0.014666
2645,-0.014866
2646,-0.015066
2647,-0.015266
2648,-0.015466
2649,-0.015666
2650,-0.015866
2651,-0.016066
2652,-0.016266
2653,-0.016466
2654,-0.016666
2655,-0.016866
2656,-0.017066
2657,-0.017266
2658,-0.017466
2659,-0.017666
2660,-0.017866
2661,-0.018066
2662,-0.018266
2663,-0.018467
2664,-0.018667
2665,-0.018867
2666,-0.019067
2667,-0.019267
2668,-0.019467
2669,-0.019667
2670,-0.019867
2671,-0.020067
2672,-0.020267
2673,-0.020467
2674,-0.020667
2675,-0.020867
2676,-0.021067
2677,-0.021267
2678,-0.021467
2679,-0.021667
2680,-0.021867
2681,-0.022067
2682,-0.022267
2683,-0.022467
2684,-0.022667
2685,-0.022867
2686,-0.023067
2687,-0.023267
2688,-0.023468
2689,-0.023468
2690,-0.023468
2691,-0.023468
2692,-0.023468
2693,-0.023468
2694,-0.023468
2695,-0.023468
2696,-0.023468
2697,-0.023468
2698,-0.023468
2699,-0.023468
2700,-0.023468
2701,-0.023468
2702,-0.023468
2703,-0.023468
2704,-0.023468
2705,-0.023468
2706,-0.023468
2707,-0.023468
2708,-0.023468
2709,-0.023468
2710,-0.023468
2711,-0.023468
2712,-0.023468
2713,-0.023468
2714,-0.023468
2715,-0.023468
2716,-0.023468
2717,-0.023468
2718,-0.023468
2719,-0.023468
2720,-0.023468
2721,-0.023468
2722,-0.023468
2723,-0.023468
2724,-0.023468
2725,-0.023468
2726,-0.023468
2727,-0.023468
2728,-0.023468
2729,-0.023468
2730,-0.023468
2731,-0.023468
2732,-0.023468
2733,-0.023468
2734,-0.023468
2735,-0.023468
2736,-0.023468
2737,-0.023468
2738,-0.023468
2739,-0.023468
2740,-0.023468
2741,-0.023468
2742,-0.023468
2743,-0.023468
2744,-0.023468
2745,-0.023468
2746,-0.023468
2747,-0.023468
2748,-0.023468
2749,-0.023468
2750,-0.023468
2751,-0.023468
2752,-0.023468
2753,-0.023468
2754,-0.023468
2755,-0.023468
2756,-0.023468
2757,-0.023468
2758,-0.023468
2759,-0.023468
2760,-0.023468
2761,-0.023468
2762,-0.023468
2763,-0.023468
2764,-0.023468
2765,-0.023468
2766,-0.023468
2767,-0.023468
2768,-0.023468
2769,-0.023468
2770,-0.023468
2771,-0.023468
2772,-0.023468
2773,-0.023468
2774,-0.023468
2775,-0.023468
2776,-0.023468
2777,-0.023468
2778,-0.023468
2779,-0.023468
2780,-0.023468
2781,-0.023468
2782,-0.023468
2783,-0.023468
2784,-0.023468
2785,-0.023468
2786,-0.023468
2787,-0.023468
2788,-0.023468
2789,-0.023468
2790,-0.023468
2791,-0.023468
2792,-0.023468
2793,-0.023468
2794,-0.023468
2795,-0.023468
2796,-0.023468
2797,-0.023468
2798,-0.023468
2799,-0.023468
2800,-0.023468
2801,-0.023468
2802,-0.023468
2803,-0.023468
2804,-0.023468
2805,-0.023468
2806,-0.023468
2807,-0.023468
2808,-0.023468
2809,-0.023468
2810,-0.023468
2811,-0.023468
2812,-0.023468
2813,-0.023468
2814,-0.023468
2815,-0.023468
2816,-0.023468
2817,-0.023468
2818,-0.023468
2819,-0.023468
2820,-0.023468
2821,-0.023468
2822,-0.023468
2823,-0.023468
2824,-0.023468
2825,-0.023468
2826,-0.023468
2827,-0.023468
2828,-0.023468
2829,-0.023468
2830,-0.023468
2831,-0.023468
2832,-0.023468
2833,-0.023468
2834,-0.023468
2835,-0.023468
2836,-0.023468
2837,-0.023468
2838,-0.023468
2839,-0.023468
2840,-0.023468
2841,-0.023468
2842,-0.023468
2843,-0.023468
2844,-0.023468
2845,-0.023468
2846,-0.023468
2847,-0.023468
2848,-0.023468
2849,-0.023468
2850,-0.023468
2851,-0.023468
2852,-0.023468
2853,-0.023468
2854,-0.023468
2855,-0.023468
2856,-0.023468
2857,-0.023468
2858,-0.023468
2859,-0.023468
2860,-0.023468
2861,-0.023468
2862,-0.023468
2863,-0.023468
2864,-0.023468
2865,-0.023468
2866,-0.023468
2867,-0.023468
2868,-0.023468
2869,-0.023468
2870,-0.023468
2871,-0.023468
2872,-0.023468
2873,-0.023468
2874,-0.023468
2875,-0.023468
2876,-0.023468
2877,-0.023468
2878,-0.023468
2879,-0.023468
2880,-0.023468
2881,-0.023468
2882,-0.023468
2883,-0.023468
2884,-0.023468
2885,-0.023468
2886,-0.023468
2887,-0.023468
2888,-0.023468
2889,-0.023468
2890,-0.023468
2891,-0.023468
2892,-0.023468
2893,-0.023468
2894,-0.023468
2895,-0.023468
2896,-0.023468
2897,-0.023468
2898,-0.023468
2899,-0.023468
2900,-0.023468
2901,-0.023468
2902,-0.023468
2903,-0.023468
2904,-0.023468
2905,-0.023468
2906,-0.023468
2907,-0.023468
2908,-0.023468
2909,-0.023468
2910,-0.023468
2911,-0.023468
2912,-0.023468
2913,-0.023468
2914,-0.023468
2915,-0.023468
2916,-0.023468
2917,-0.023468
2918,-0.023468
2919,-0.023468
